,sex,age,household_position,household_size,prev_residence_place,citizenship,country_birth,edu_level,economic_status,cur_eco_activity,Marital_status,occupation
60261,Female,11,1210,111,1,1,3,2,111,135,1,high_level
8529,Female,10,1122,125,1,1,1,1,111,135,2,high_level
56890,Male,8,1122,114,1,1,1,3,111,136,2,high_level
7992,Male,10,1122,125,1,1,1,2,111,137,2,high_level
18603,Male,12,1121,112,1,1,1,5,111,136,2,low_level
16655,Male,4,1110,114,1,1,1,3,112,135,1,high_level
45661,Female,11,1140,113,1,1,1,2,111,136,4,high_level
38655,Male,9,1122,114,1,1,1,5,111,135,2,low_level
7825,Female,10,1122,114,1,1,1,1,111,135,2,high_level
20966,Male,8,1122,125,1,1,1,5,111,135,2,low_level
25977,Female,5,1110,114,1,1,1,3,111,131,1,low_level
4487,Female,7,1210,111,1,1,1,5,111,135,1,low_level
20152,Male,12,1122,113,1,1,1,3,111,131,2,low_level
55796,Male,8,1122,113,1,1,1,3,120,131,2,low_level
26429,Male,9,1122,114,1,1,1,3,111,122,2,low_level
16366,Male,11,1122,114,1,1,1,5,111,122,2,low_level
30022,Female,5,1210,111,1,1,1,3,112,131,1,high_level
7156,Male,10,1122,125,1,1,3,2,111,133,2,high_level
41781,Male,8,1121,112,1,1,1,3,111,136,2,high_level
2384,Male,9,1122,114,1,1,1,5,111,137,2,low_level
24783,Female,8,1122,114,1,1,1,3,111,131,2,high_level
2318,Male,7,1131,112,1,1,1,5,120,139,1,low_level
48646,Male,10,1122,126,1,1,1,5,111,124,2,low_level
55561,Female,6,1110,114,1,1,1,5,111,135,1,low_level
28917,Male,5,1110,113,1,1,1,2,111,135,1,low_level
46478,Male,5,1110,113,1,1,1,4,111,122,1,high_level
58646,Male,12,1122,113,1,1,1,3,120,131,2,low_level
37931,Female,13,1131,112,1,1,1,1,111,111,1,high_level
40374,Male,7,1121,112,1,1,1,5,111,136,2,low_level
49192,Male,8,1122,126,1,1,1,5,111,135,2,low_level
16682,Female,9,1122,126,1,1,1,5,111,137,2,low_level
21929,Female,9,1210,111,1,1,1,5,111,137,1,low_level
5335,Male,11,1122,113,1,1,1,5,111,122,2,high_level
1019,Male,9,1122,114,1,1,1,3,111,135,2,high_level
32136,Female,11,1121,112,1,1,1,2,111,131,2,high_level
26986,Male,5,1110,125,1,1,1,2,111,135,1,high_level
15307,Male,6,1210,111,1,1,1,2,111,139,1,high_level
59963,Male,9,1131,112,1,1,1,5,111,137,1,low_level
57745,Female,10,1122,114,1,1,1,3,111,138,2,high_level
59042,Female,9,1140,112,1,1,3,3,111,136,1,high_level
12686,Female,4,1110,114,1,1,1,2,111,135,1,high_level
19786,Male,13,1121,112,1,1,1,3,120,124,2,low_level
15551,Female,10,1122,125,1,1,1,3,120,138,2,low_level
9802,Female,5,1131,112,1,1,1,3,111,131,1,high_level
21160,Female,8,1210,111,2,1,3,2,111,122,1,low_level
49434,Female,10,1210,111,1,1,1,3,111,136,1,high_level
9373,Male,7,1210,111,1,1,1,2,111,135,1,low_level
47369,Male,11,1122,113,1,1,1,1,111,136,2,high_level
41936,Female,6,1210,111,1,1,1,1,111,131,1,high_level
52,Female,6,1122,113,1,1,1,3,111,131,2,high_level
13058,Male,6,1110,113,1,1,1,5,111,122,1,low_level
33281,Male,11,1121,112,1,1,1,4,120,131,2,low_level
11402,Female,6,1121,112,1,1,1,5,111,135,2,low_level
37998,Male,13,1122,113,1,1,1,3,120,131,2,low_level
2002,Female,5,1110,114,1,1,1,5,111,131,1,low_level
38740,Male,9,1122,125,1,1,1,3,111,131,2,high_level
40837,Male,12,1122,113,1,1,1,3,111,122,2,low_level
52727,Male,7,1132,113,1,1,1,3,111,135,1,low_level
50131,Male,8,1122,114,1,1,1,3,111,135,2,high_level
26655,Female,8,1122,113,1,1,1,2,111,136,2,high_level
20752,Male,8,1110,113,1,1,1,1,111,134,4,high_level
1544,Female,13,1121,112,1,1,1,2,111,131,2,high_level
55601,Male,12,1122,113,1,1,1,1,111,133,2,high_level
25099,Male,7,1122,114,1,1,1,3,111,136,2,high_level
33395,Male,8,1122,113,1,1,1,3,111,135,2,low_level
5569,Female,10,1210,111,1,2,3,3,111,133,1,high_level
27159,Female,5,1131,112,1,1,1,5,111,138,1,low_level
183,Male,6,1210,111,1,1,1,3,112,131,1,high_level
9277,Female,11,1122,113,1,1,1,1,111,122,2,high_level
41478,Male,6,1210,111,1,1,1,3,111,132,1,high_level
15687,Female,4,1110,113,1,1,1,2,112,131,1,high_level
59686,Female,12,1122,113,1,1,1,2,120,111,2,low_level
39633,Male,8,1122,126,1,1,1,3,111,136,2,high_level
36106,Male,7,1122,114,1,1,1,3,111,138,2,low_level
48937,Female,8,1122,114,1,1,1,3,111,138,2,high_level
55659,Female,5,1110,114,1,1,1,3,111,135,1,high_level
51991,Female,4,1110,125,1,1,1,3,111,131,1,high_level
43919,Female,12,1121,112,1,1,1,1,111,132,2,high_level
18190,Female,4,1131,112,1,1,1,2,111,131,1,high_level
52210,Male,7,1210,111,1,1,1,3,111,134,1,low_level
24123,Male,10,1122,114,1,1,1,3,111,138,2,low_level
6129,Female,5,1110,113,2,1,1,3,112,138,1,high_level
26938,Male,12,1121,112,1,1,1,4,111,134,2,low_level
8545,Female,8,1140,112,1,1,3,1,111,122,4,high_level
26694,Male,8,1122,114,1,1,1,3,111,122,2,low_level
153,Female,5,1110,113,1,1,1,3,111,124,1,low_level
35722,Male,14,1121,112,1,1,1,3,111,136,2,high_level
11686,Female,8,1122,114,1,1,1,3,111,135,2,high_level
40517,Female,7,1122,113,1,1,1,5,111,136,2,low_level
50057,Female,5,1121,112,1,1,1,3,111,131,2,high_level
29872,Male,7,1122,113,1,2,2,1,111,135,2,high_level
50312,Female,7,1121,112,1,1,1,5,111,137,2,low_level
20432,Female,10,1121,112,1,1,1,3,111,139,2,high_level
26128,Female,12,1121,112,1,1,1,3,120,131,2,high_level
43769,Male,6,1122,113,1,1,1,3,111,131,2,high_level
50818,Male,11,1122,113,1,1,3,2,111,122,2,low_level
14962,Male,11,1121,112,1,1,1,5,111,136,2,low_level
34071,Female,6,1220,113,1,1,1,3,120,132,1,low_level
39972,Female,7,1122,113,1,1,1,3,111,138,2,high_level
42771,Female,13,1210,111,1,1,1,5,111,139,4,low_level
2317,Female,5,1110,126,1,1,1,2,111,132,1,high_level
52074,Female,8,1131,112,1,1,1,3,111,138,1,high_level
30697,Female,4,1210,111,1,1,1,3,111,135,1,high_level
47989,Female,11,1121,112,1,1,1,5,111,138,2,low_level
44685,Male,8,1210,111,1,1,1,5,111,137,1,low_level
13101,Male,10,1132,113,1,1,1,2,111,133,4,low_level
40703,Male,11,1122,113,1,1,1,5,111,137,2,low_level
30622,Female,5,1110,125,1,1,1,3,112,131,1,high_level
33294,Male,11,1122,114,1,1,1,2,111,135,2,low_level
9618,Female,8,1122,114,1,1,1,5,111,138,2,low_level
56294,Female,5,1220,112,1,1,1,2,112,132,1,high_level
5629,Male,10,1210,111,1,1,1,3,111,138,1,high_level
13401,Male,8,1122,114,1,1,1,5,111,138,2,low_level
3516,Male,7,1210,111,1,1,3,5,111,135,1,low_level
46195,Male,8,1140,113,1,1,1,2,111,138,2,high_level
55935,Female,8,1110,113,1,1,1,1,111,135,1,high_level
31645,Male,7,1122,113,1,1,2,3,111,131,2,high_level
36548,Female,12,1121,112,1,1,1,3,111,138,2,high_level
11965,Female,6,1122,113,1,1,1,3,111,139,2,high_level
42812,Female,7,1210,111,2,1,1,5,111,136,4,low_level
46565,Male,9,1132,125,1,1,1,5,111,134,1,low_level
37375,Male,8,1122,114,1,1,1,3,111,135,2,high_level
32465,Male,5,1110,112,1,1,1,3,120,135,1,low_level
4587,Female,5,1110,113,1,1,1,3,111,133,1,high_level
99,Female,6,1131,112,1,1,1,5,111,136,1,low_level
7565,Female,12,1210,111,1,1,1,3,111,134,1,high_level
31682,Female,8,1210,111,1,1,1,3,111,131,4,high_level
7456,Female,11,1122,113,1,1,2,5,111,138,2,low_level
37937,Male,9,1122,114,1,1,1,5,120,135,2,low_level
11339,Female,5,1131,112,1,1,1,3,112,138,1,low_level
53248,Male,10,1210,111,1,1,1,4,111,134,1,low_level
27043,Female,11,1122,113,1,1,1,3,111,136,2,low_level
24800,Female,5,1131,112,1,1,1,3,111,131,1,high_level
27028,Male,5,1110,125,1,1,1,2,111,135,1,high_level
52674,Female,10,1121,112,1,1,1,3,111,131,2,high_level
1587,Female,4,1110,125,1,1,1,2,112,131,1,high_level
53414,Female,9,1122,113,1,1,1,5,111,135,2,low_level
39052,Male,10,1122,113,1,1,1,2,111,122,2,high_level
46331,Female,11,1121,112,1,1,1,2,111,122,2,high_level
13189,Male,11,1121,112,1,1,1,3,111,122,2,high_level
37839,Male,9,1122,114,1,1,1,5,111,122,2,low_level
30390,Female,11,1121,112,1,1,1,5,111,138,2,low_level
43185,Male,9,1122,125,1,1,1,5,120,135,2,low_level
57570,Male,10,1122,114,1,1,1,2,120,111,2,low_level
55420,Female,6,1121,112,1,1,1,2,111,122,2,high_level
47659,Female,4,1110,125,1,1,1,2,112,131,1,high_level
25912,Male,9,1122,114,1,1,1,3,111,139,2,high_level
29638,Male,11,1121,112,1,1,1,3,111,135,2,low_level
8303,Male,8,1210,111,1,1,1,5,111,135,1,low_level
5068,Male,8,1121,112,1,1,1,2,111,131,2,high_level
16417,Female,10,1140,113,1,1,1,2,111,131,4,high_level
30726,Male,11,1121,112,1,1,1,5,111,137,2,low_level
21274,Male,4,1110,114,1,1,1,2,112,124,1,high_level
57199,Female,4,1110,114,1,1,1,2,112,132,1,high_level
2573,Male,6,1110,126,1,1,1,3,111,122,1,high_level
9926,Male,8,1122,125,1,1,1,5,111,134,2,low_level
32726,Male,6,1122,113,1,1,1,3,111,135,2,high_level
37171,Female,5,1210,111,1,1,1,2,111,135,1,high_level
10878,Female,6,1210,111,1,1,1,5,112,137,1,low_level
9160,Female,6,1210,111,1,1,1,3,111,135,1,high_level
53619,Female,7,1121,112,1,1,1,3,111,122,2,high_level
53928,Female,7,1122,114,1,1,1,3,111,138,2,high_level
430,Male,13,1131,112,1,1,1,3,111,135,4,high_level
47916,Female,10,1122,113,1,1,1,3,111,138,2,high_level
7645,Female,6,1121,112,1,1,1,3,111,131,2,high_level
272,Female,8,1122,125,1,1,1,1,111,137,2,high_level
59916,Male,11,1121,112,1,1,1,2,111,124,2,low_level
19188,Male,11,1122,113,1,1,1,4,111,138,2,low_level
35739,Male,9,1122,125,1,1,1,3,120,131,2,low_level
24871,Male,4,1110,113,1,1,1,3,112,131,1,high_level
1690,Female,8,1122,114,1,1,1,3,111,135,2,high_level
12844,Female,9,1122,114,1,1,1,2,111,122,2,high_level
5476,Male,4,1110,114,1,1,1,2,111,131,1,high_level
33185,Female,4,1210,111,1,1,1,3,112,132,1,high_level
29037,Male,9,1122,113,1,1,3,3,111,136,2,low_level
39712,Male,8,1122,113,1,1,1,3,120,131,2,low_level
13463,Female,6,1121,112,1,1,1,4,111,131,2,high_level
59798,Female,5,1110,126,1,1,1,3,111,131,1,high_level
15379,Female,4,1110,125,1,1,1,3,112,132,1,high_level
39152,Male,10,1122,114,1,1,1,3,111,122,2,low_level
20712,Female,7,1122,113,1,1,1,2,111,122,2,high_level
51688,Male,9,1122,114,2,1,1,3,111,135,2,low_level
13567,Female,12,1121,112,1,1,1,3,111,131,2,high_level
58697,Female,9,1122,114,1,1,1,2,111,131,2,high_level
25815,Male,8,1122,114,1,1,1,3,120,135,2,low_level
853,Female,10,1140,113,1,1,2,3,111,137,4,high_level
42580,Male,12,1122,113,1,1,2,1,111,122,2,high_level
8987,Female,8,1121,112,1,1,1,5,111,136,2,low_level
37319,Male,11,1121,112,1,1,1,5,111,136,2,low_level
50792,Female,12,1210,111,1,1,1,3,111,138,3,high_level
47000,Male,7,1220,112,1,1,1,5,111,135,1,low_level
23023,Male,10,1122,114,1,1,1,5,111,136,2,low_level
23908,Female,6,1140,112,1,1,1,3,111,138,1,high_level
53912,Female,9,1121,112,1,1,1,2,111,137,2,low_level
52580,Male,10,1121,112,1,1,1,5,111,137,2,low_level
54233,Female,9,1122,114,1,1,1,2,111,135,2,high_level
35968,Female,5,1110,125,1,1,1,3,112,131,1,high_level
51624,Male,11,1122,125,1,1,1,5,111,136,2,high_level
56187,Male,7,1122,114,1,1,1,5,111,124,2,low_level
30979,Female,5,1220,114,1,1,1,3,111,135,2,high_level
15430,Female,7,1122,113,1,1,1,2,111,132,2,high_level
40662,Male,8,1131,112,1,1,3,5,120,133,1,low_level
27764,Female,11,1121,112,1,1,1,3,111,131,2,low_level
9145,Male,8,1122,114,1,1,1,5,111,122,2,high_level
16560,Female,9,1122,114,1,1,1,3,111,134,2,high_level
27347,Female,4,1110,125,1,1,1,2,112,131,1,high_level
49543,Female,9,1122,113,1,1,1,1,111,135,2,high_level
57718,Female,6,1131,112,1,1,1,3,111,122,1,high_level
57094,Male,11,1121,112,1,1,1,3,111,134,2,low_level
24269,Male,11,1121,112,1,1,1,1,111,135,2,high_level
25291,Female,7,1210,111,1,1,1,5,111,137,1,low_level
22056,Male,7,1131,112,1,1,1,3,111,122,1,low_level
52234,Male,14,1122,113,1,1,1,1,120,111,2,low_level
24635,Female,7,1122,114,1,1,1,3,111,139,2,high_level
37785,Female,12,1210,111,1,1,1,2,111,138,1,high_level
37717,Female,10,1122,113,1,1,2,5,111,135,2,low_level
36787,Male,9,1122,125,1,1,1,3,111,133,2,high_level
56638,Male,9,1122,126,1,1,1,2,120,111,2,low_level
12301,Male,8,1121,112,1,1,1,3,111,122,2,high_level
58804,Female,9,1121,112,1,1,1,2,120,131,2,low_level
54664,Female,9,1122,113,1,1,1,3,111,133,2,high_level
52978,Female,10,1121,112,1,1,1,5,111,135,2,low_level
12444,Female,10,1122,113,1,1,1,3,111,138,2,low_level
24465,Female,7,1131,112,1,2,2,5,111,135,1,low_level
56056,Female,7,1131,112,1,1,1,3,111,122,1,high_level
22767,Male,9,1131,112,1,1,1,3,111,139,1,low_level
35217,Female,6,1121,112,1,1,1,5,111,137,2,low_level
29622,Male,8,1122,114,1,1,1,5,111,136,2,low_level
42950,Female,12,1121,112,1,1,1,2,111,138,2,high_level
47200,Female,8,1121,112,1,1,1,5,111,135,2,low_level
41221,Female,7,1210,111,1,1,1,3,111,139,4,high_level
30047,Female,7,1121,112,1,1,1,3,111,131,2,high_level
2572,Female,7,1122,114,1,1,1,3,111,134,2,high_level
49604,Male,8,1122,113,1,1,1,3,111,122,2,low_level
20354,Female,12,1121,112,1,1,1,5,111,137,2,low_level
44872,Male,6,1210,111,1,1,1,2,111,135,1,high_level
46985,Male,8,1122,113,1,1,1,5,111,137,2,low_level
22217,Male,5,1131,112,1,1,1,3,112,138,1,high_level
6449,Male,4,1110,113,1,1,2,3,111,131,1,high_level
52822,Female,8,1122,125,1,1,1,3,111,138,2,high_level
4042,Female,5,1110,114,1,1,1,3,112,132,1,high_level
47520,Female,9,1122,114,1,1,1,5,111,137,2,low_level
31016,Female,8,1122,114,1,1,1,3,111,134,2,high_level
52057,Male,7,1110,113,1,1,1,3,111,131,1,high_level
30955,Male,8,1122,125,1,1,1,3,111,122,2,low_level
29286,Male,6,1110,113,1,1,1,5,111,138,1,high_level
60176,Female,9,1122,126,1,1,1,5,111,138,2,low_level
10315,Female,12,1121,112,1,1,1,2,111,139,2,high_level
25656,Female,5,1210,111,1,1,1,3,112,135,1,high_level
5105,Female,6,1131,112,1,1,1,3,111,131,1,high_level
25139,Male,8,1122,125,1,1,1,5,111,135,2,low_level
26971,Female,12,1121,112,1,1,1,3,111,134,2,low_level
33805,Female,6,1210,111,1,1,1,5,120,139,1,low_level
6926,Male,9,1122,125,1,1,1,5,111,135,2,low_level
39799,Male,4,1110,114,1,1,1,3,112,131,1,high_level
29831,Male,8,1122,113,1,1,1,5,111,131,2,low_level
53064,Female,10,1122,113,1,1,1,3,111,136,2,high_level
16090,Female,7,1122,125,1,1,1,3,111,139,2,high_level
16181,Male,9,1121,112,1,1,1,5,111,135,2,low_level
16914,Male,8,1132,125,1,1,1,5,111,122,1,low_level
18897,Male,11,1122,114,1,1,1,3,111,133,2,low_level
41426,Female,9,1122,114,1,1,1,2,111,135,2,high_level
42096,Male,9,1122,114,1,1,1,5,111,138,2,low_level
26092,Female,11,1140,113,1,1,1,2,111,135,4,high_level
30602,Female,11,1121,112,1,1,1,3,111,137,2,low_level
48187,Female,11,1121,112,1,1,1,3,111,131,2,high_level
13975,Male,11,1121,112,1,1,1,5,111,138,2,low_level
48987,Male,7,1122,114,1,1,1,5,111,139,2,low_level
3136,Female,12,1122,113,1,1,1,3,111,131,2,high_level
37018,Male,10,1122,114,1,1,1,3,111,136,2,low_level
36419,Female,5,1110,126,1,3,3,1,111,132,1,high_level
53037,Female,6,1131,112,1,1,1,3,111,135,1,high_level
52936,Male,8,1122,114,1,1,1,5,111,124,2,low_level
55226,Female,6,1122,114,1,1,1,2,120,135,2,low_level
32266,Female,9,1121,112,1,1,1,3,111,131,2,high_level
55344,Male,4,1110,113,1,1,1,2,112,131,1,high_level
18309,Male,6,1131,112,1,1,1,4,111,131,1,low_level
32048,Male,13,1121,112,1,1,1,4,111,124,2,low_level
4854,Male,9,1122,114,1,1,1,5,111,137,2,low_level
12460,Female,12,1121,112,1,1,1,2,111,131,2,high_level
662,Male,11,1122,113,1,1,1,3,111,137,2,high_level
48894,Male,10,1131,112,1,1,1,5,111,135,1,low_level
14483,Female,6,1121,112,1,1,1,3,111,131,2,high_level
3882,Female,7,1122,114,1,1,1,3,120,131,2,low_level
57607,Female,6,1131,112,1,1,1,5,111,135,1,high_level
24730,Female,8,1121,112,1,1,1,3,111,138,2,high_level
16409,Male,7,1110,113,1,1,1,3,111,131,1,high_level
34207,Male,10,1122,125,1,1,1,5,111,133,2,low_level
30956,Male,11,1122,114,1,1,1,5,111,136,2,low_level
55053,Female,7,1121,112,1,1,1,3,111,131,2,high_level
15828,Male,11,1121,112,1,1,1,3,120,131,2,low_level
35872,Female,10,1122,114,1,1,1,5,111,138,2,high_level
262,Male,9,1210,111,1,1,1,3,111,122,1,low_level
50170,Female,4,1110,114,1,1,1,2,112,131,1,high_level
6136,Female,7,1132,113,1,1,1,3,111,138,1,high_level
41879,Female,5,1131,112,1,1,1,4,112,131,1,high_level
1170,Male,7,1210,111,1,1,1,5,111,137,1,low_level
27609,Male,10,1122,126,1,1,1,2,111,135,2,high_level
31993,Male,12,1121,112,1,1,1,5,111,137,2,low_level
41499,Female,5,1110,113,1,2,2,2,111,135,1,high_level
44907,Female,4,1110,112,1,1,1,2,112,131,1,high_level
22892,Female,11,1131,112,1,1,1,2,111,137,1,high_level
42984,Female,9,1122,113,1,2,2,5,111,139,2,high_level
55566,Female,8,1122,113,1,2,3,5,111,138,2,low_level
29314,Female,11,1121,112,1,1,1,5,120,138,2,low_level
57263,Female,5,1122,113,1,1,1,3,111,132,2,high_level
18496,Male,9,1121,112,1,1,1,2,111,135,2,high_level
28895,Male,8,1122,114,1,1,1,3,111,136,2,high_level
49885,Male,11,1122,125,1,1,2,1,111,135,2,high_level
35521,Female,8,1122,114,1,1,1,5,111,139,2,low_level
25346,Male,10,1210,111,1,1,1,1,111,122,3,high_level
59531,Male,8,1122,114,1,1,1,5,111,137,2,low_level
1200,Male,8,1122,125,1,1,1,3,111,133,2,low_level
37524,Female,10,1121,112,1,1,1,3,111,138,2,low_level
34355,Female,9,1122,114,1,1,1,3,111,138,2,high_level
49695,Male,7,1122,114,1,1,1,0,111,131,2,low_level
48150,Male,5,1110,114,1,1,1,3,112,131,1,high_level
3158,Female,8,1122,113,1,1,1,3,111,135,2,high_level
17678,Female,10,1122,114,1,1,1,3,111,138,2,low_level
40814,Female,10,1122,113,1,1,1,3,111,122,2,low_level
28043,Male,14,1140,113,1,1,1,1,120,111,4,low_level
48615,Male,5,1110,114,1,1,1,3,112,131,1,high_level
25927,Female,11,1121,112,1,1,1,0,111,122,2,low_level
49147,Male,11,1132,125,1,1,1,5,111,135,1,low_level
31482,Male,6,1131,112,1,1,1,4,111,131,1,low_level
57231,Male,12,1121,112,1,1,1,3,120,139,2,low_level
47785,Female,12,1121,112,1,1,1,5,111,138,2,low_level
7962,Female,6,1110,113,1,1,1,2,111,131,1,high_level
34680,Female,6,1210,111,1,1,1,3,111,131,1,low_level
32777,Female,10,1122,114,1,1,1,3,111,122,2,high_level
30082,Male,10,1122,125,1,1,1,3,111,136,2,high_level
33412,Male,9,1122,125,1,1,1,1,111,138,2,low_level
47679,Female,9,1121,112,1,1,1,3,111,132,2,high_level
35602,Male,7,1122,114,1,1,1,5,111,135,2,low_level
56821,Female,8,1122,125,1,1,1,3,120,111,2,high_level
35955,Male,9,1131,112,1,1,3,5,111,136,1,low_level
50819,Male,9,1122,125,1,1,2,5,111,135,2,high_level
48519,Female,4,1110,125,1,1,1,3,112,134,1,high_level
42761,Male,10,1122,114,1,1,1,3,111,136,2,high_level
664,Female,5,1110,113,1,1,1,3,111,135,1,high_level
27634,Female,12,1121,112,1,1,1,3,111,131,2,high_level
51535,Female,9,1210,111,1,1,1,3,111,138,1,high_level
31995,Female,5,1131,112,1,1,1,3,111,135,1,high_level
36480,Male,9,1122,113,2,1,1,5,111,133,2,low_level
1031,Male,10,1210,111,1,1,1,5,111,137,1,low_level
47166,Male,7,1220,112,1,1,1,5,120,111,1,low_level
1370,Male,11,1122,114,1,1,1,4,111,133,2,low_level
21395,Male,9,1122,113,1,1,1,3,111,136,2,high_level
22443,Male,8,1122,113,1,1,1,2,111,131,2,low_level
49857,Male,11,1110,112,1,1,1,3,120,111,1,low_level
14039,Female,6,1122,113,1,1,1,5,111,131,2,high_level
35517,Female,12,1210,111,1,1,1,5,111,138,1,low_level
44327,Female,11,1122,113,1,1,1,3,111,138,2,low_level
45220,Male,9,1132,113,1,1,1,5,111,122,1,low_level
45408,Female,7,1121,112,1,1,1,3,111,133,2,high_level
20428,Male,12,1121,112,1,1,1,5,111,122,2,low_level
23302,Female,7,1132,113,1,1,1,5,111,137,1,low_level
40761,Female,5,1210,111,1,1,1,3,112,134,1,high_level
30920,Male,10,1122,113,1,1,1,3,111,136,2,high_level
12554,Male,8,1121,112,1,1,1,3,111,122,2,high_level
23378,Male,8,1121,112,1,1,1,5,111,136,2,low_level
6228,Male,6,1121,112,1,1,1,5,111,135,2,low_level
5462,Male,5,1132,113,2,3,3,3,111,135,1,high_level
3413,Male,12,1121,112,1,1,1,5,111,138,2,low_level
55760,Male,6,1210,111,1,1,1,3,111,124,1,low_level
24546,Female,8,1122,126,1,1,1,3,111,135,2,high_level
31081,Male,4,1110,126,2,1,3,1,111,135,1,high_level
14000,Female,4,1110,125,1,1,1,2,111,139,1,high_level
47220,Female,11,1122,113,1,1,1,3,120,139,2,high_level
15600,Male,4,1110,114,1,1,1,2,112,131,1,high_level
8370,Female,7,1132,114,1,1,1,5,111,124,1,high_level
7006,Male,5,1122,113,1,1,1,3,111,131,2,low_level
48914,Male,9,1122,113,1,1,1,3,120,139,2,low_level
36543,Male,6,1131,112,1,1,1,5,111,135,1,low_level
56038,Male,11,1122,113,1,1,1,3,111,136,2,high_level
41657,Female,11,1121,112,1,1,1,5,111,139,2,low_level
11277,Male,4,1110,113,1,1,1,3,112,131,1,high_level
25061,Female,8,1122,114,1,1,1,2,111,131,2,high_level
28204,Female,10,1122,114,1,1,3,5,111,139,2,low_level
31711,Female,9,1122,114,1,1,1,3,120,131,2,low_level
5761,Female,8,1122,114,1,1,1,1,111,135,2,high_level
37273,Male,10,1122,113,1,1,1,3,111,138,2,high_level
7973,Female,8,1122,125,1,1,1,3,111,136,2,low_level
14172,Female,11,1121,112,1,1,1,2,111,132,2,high_level
7610,Female,9,1122,125,1,1,1,5,111,137,2,low_level
25997,Female,8,1140,113,1,1,1,3,111,134,1,low_level
2544,Female,6,1110,113,1,1,1,2,111,132,4,high_level
45296,Male,8,1122,114,1,1,1,5,111,122,2,low_level
23768,Male,11,1122,113,1,1,1,3,111,122,2,low_level
14066,Female,10,1121,114,1,1,1,2,111,138,2,high_level
29070,Female,9,1110,113,1,1,1,2,111,135,4,high_level
9456,Female,12,1122,113,1,1,1,5,111,137,2,low_level
32162,Female,5,1110,114,1,1,3,3,112,132,1,high_level
37400,Female,7,1122,113,1,1,1,1,111,135,2,high_level
48569,Female,10,1122,114,1,1,1,3,111,137,2,high_level
56272,Female,8,1121,112,1,1,1,3,111,135,2,high_level
222,Male,5,1110,114,1,1,1,3,112,132,1,high_level
36159,Male,12,1210,111,1,2,1,1,111,135,4,high_level
28575,Female,13,1121,112,1,1,1,1,111,124,2,high_level
25201,Male,6,1131,112,1,1,1,3,111,131,1,high_level
4352,Male,9,1122,113,1,1,1,3,111,138,2,low_level
17986,Male,10,1122,125,1,1,1,3,111,134,2,low_level
20537,Female,8,1140,112,1,1,1,1,111,135,1,high_level
18212,Male,6,1210,111,1,1,1,5,111,135,1,low_level
4411,Female,7,1122,113,1,1,1,3,111,131,2,high_level
44197,Male,11,1121,112,1,1,1,2,111,133,2,low_level
29295,Female,10,1122,114,1,1,1,3,111,139,2,high_level
2567,Male,11,1210,111,1,1,1,4,111,136,4,low_level
50903,Male,9,1121,112,1,1,1,5,111,138,2,low_level
17123,Female,6,1210,111,1,1,1,5,111,139,1,low_level
37765,Male,8,1121,112,1,1,1,5,111,131,2,low_level
11819,Female,12,1121,112,1,1,1,5,120,135,2,low_level
11797,Female,10,1132,113,1,1,1,3,111,131,3,high_level
28819,Male,6,1131,112,1,1,1,5,111,131,1,low_level
32537,Female,5,1131,112,1,1,1,3,111,138,1,high_level
13385,Female,9,1122,113,1,1,1,5,111,122,2,high_level
16080,Male,9,1122,126,1,1,1,5,111,137,2,low_level
22637,Female,4,1110,125,1,1,1,3,111,135,1,high_level
25545,Female,10,1122,125,1,1,1,4,111,131,2,high_level
39986,Female,7,1122,114,1,1,1,5,120,138,2,high_level
34874,Male,9,1132,114,1,1,1,3,111,131,1,low_level
21497,Male,9,1122,125,1,1,1,5,111,136,2,high_level
32417,Male,6,1121,112,1,1,1,2,111,135,2,high_level
58136,Female,8,1122,113,1,1,1,5,111,138,2,high_level
33161,Female,5,1131,112,1,1,1,5,111,135,1,low_level
59032,Male,10,1122,113,1,1,1,5,111,135,2,low_level
42590,Female,11,1140,112,1,1,1,5,111,135,4,low_level
54026,Male,9,1122,114,1,1,1,2,111,122,2,low_level
53405,Female,7,1122,113,1,1,1,5,111,138,2,low_level
30948,Female,12,1121,112,1,1,1,1,111,138,2,high_level
28069,Male,7,1131,112,1,1,1,1,111,122,4,high_level
49988,Female,11,1122,114,1,1,1,5,111,136,2,low_level
9225,Female,8,1121,112,1,1,1,5,111,122,2,low_level
44346,Male,9,1131,112,1,1,1,5,111,136,1,low_level
5649,Male,10,1122,126,1,1,1,3,111,122,2,high_level
60010,Female,10,1121,112,1,1,1,4,111,136,2,high_level
18526,Male,7,1110,113,1,1,3,1,111,135,1,high_level
38635,Male,10,1122,114,1,1,1,1,111,124,2,high_level
33589,Male,11,1210,111,1,1,1,3,111,131,2,high_level
43283,Female,9,1121,112,1,1,1,3,111,138,2,high_level
45100,Male,6,1110,113,1,1,1,5,111,134,1,low_level
38459,Male,8,1210,111,1,1,1,3,111,122,1,low_level
36267,Male,9,1122,114,1,1,1,5,111,134,2,low_level
45325,Male,7,1121,112,1,1,1,2,111,133,2,low_level
34472,Female,7,1122,114,1,1,1,3,120,131,2,low_level
33322,Female,6,1131,112,1,1,1,5,111,138,1,low_level
376,Female,7,1131,112,1,1,1,5,111,138,1,low_level
16738,Female,11,1122,113,1,1,1,2,111,137,2,high_level
15341,Female,7,1131,112,1,1,1,3,111,138,1,low_level
52691,Female,6,1131,112,1,1,1,3,111,131,1,high_level
