,id,sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_days_jail,c_charge_degree,is_recid,two_year_recid
792,1204,Female,23,Less than 25,Other,0,0,0,0,1.0,M,0,0
5977,9126,Male,30,25 - 45,African-American,0,0,0,2,18.0,M,0,0
5863,8939,Female,26,25 - 45,African-American,0,0,0,1,1.0,M,0,0
1792,2719,Male,23,Less than 25,African-American,0,0,0,1,1.0,F,1,1
4245,6482,Male,34,25 - 45,African-American,0,0,0,5,1.0,F,1,1
472,715,Male,23,Less than 25,Caucasian,0,0,1,1,0.0,M,1,1
1368,2099,Female,33,25 - 45,African-American,0,0,0,1,1.0,F,0,0
3239,4953,Male,33,25 - 45,African-American,0,0,0,4,1.0,F,1,1
4016,6123,Female,22,Less than 25,Caucasian,0,0,0,2,1.0,F,0,0
1922,2917,Male,26,25 - 45,Caucasian,0,0,1,3,2.0,M,1,0
781,1187,Male,21,Less than 25,Caucasian,0,2,1,2,6.0,F,1,1
3635,5552,Male,51,Greater than 45,African-American,0,0,0,22,35.0,F,1,1
4620,7060,Female,35,25 - 45,African-American,2,0,0,9,174.0,F,0,0
7187,10965,Male,57,Greater than 45,Caucasian,0,0,0,14,20.0,F,1,1
4960,7552,Male,31,25 - 45,Hispanic,0,0,0,1,0.0,F,1,1
2197,3354,Male,28,25 - 45,African-American,0,0,0,1,0.0,F,1,1
5215,7953,Male,37,25 - 45,Hispanic,0,0,0,1,0.0,F,0,0
5864,8940,Male,58,Greater than 45,Other,0,0,0,0,0.0,F,0,0
1698,2582,Male,46,Greater than 45,Caucasian,0,0,0,5,0.0,M,0,0
883,1341,Male,38,25 - 45,Native American,0,0,1,25,8.0,M,1,1
6087,9277,Female,27,25 - 45,African-American,0,0,0,0,1.0,M,0,0
22,27,Male,27,25 - 45,Caucasian,0,0,0,0,0.0,M,1,1
3454,5280,Male,31,25 - 45,Caucasian,0,0,0,3,2.0,F,1,1
3591,5485,Male,22,Less than 25,African-American,0,0,1,0,5.0,F,1,1
3187,4877,Male,22,Less than 25,Caucasian,0,0,0,2,1.0,F,1,1
4440,6776,Male,55,Greater than 45,Caucasian,0,0,0,0,1.0,F,0,0
3772,5757,Male,28,25 - 45,African-American,0,0,0,1,1.0,M,0,0
6577,10033,Female,35,25 - 45,African-American,0,0,0,7,2.0,F,1,1
1593,2439,Female,46,Greater than 45,African-American,0,0,0,1,0.0,M,0,0
2426,3700,Male,21,Less than 25,African-American,0,0,0,1,1.0,F,1,1
2061,3152,Female,43,25 - 45,Caucasian,0,0,0,7,9.0,F,0,0
5602,8534,Female,44,25 - 45,Caucasian,0,0,0,10,6.0,F,1,1
5954,9087,Male,59,Greater than 45,Caucasian,0,0,0,2,1.0,M,1,1
5310,8100,Male,34,25 - 45,African-American,0,0,0,5,3.0,M,1,1
1328,2047,Male,26,25 - 45,African-American,0,0,0,6,0.0,M,1,1
2643,4031,Male,53,Greater than 45,African-American,0,0,0,0,1.0,M,0,0
6754,10302,Male,61,Greater than 45,African-American,0,0,0,14,1.0,M,1,0
4516,6899,Male,39,25 - 45,Caucasian,0,0,0,0,0.0,M,0,0
7118,10869,Male,47,Greater than 45,African-American,0,0,0,4,64.0,F,1,1
4556,6963,Female,49,Greater than 45,Caucasian,0,0,0,2,1.0,F,0,0
1646,2514,Male,35,25 - 45,African-American,0,1,0,23,1.0,F,1,1
1210,1856,Male,21,Less than 25,Caucasian,0,0,0,1,1.0,F,0,0
1974,2996,Male,21,Less than 25,Other,0,0,0,0,29.0,F,0,0
4066,6198,Male,49,Greater than 45,Caucasian,0,0,0,3,0.0,F,0,0
985,1515,Male,51,Greater than 45,African-American,0,0,0,17,0.0,M,0,0
528,808,Male,27,25 - 45,Caucasian,0,1,3,6,1.0,F,1,0
6045,9226,Male,29,25 - 45,Caucasian,0,0,0,2,1.0,F,1,1
5550,8453,Male,22,Less than 25,Hispanic,0,0,1,0,1.0,F,1,1
7038,10721,Male,50,Greater than 45,Caucasian,0,0,0,4,26.0,M,0,0
700,1062,Male,37,25 - 45,African-American,0,0,0,6,1.0,F,0,0
6355,9703,Female,28,25 - 45,African-American,0,0,0,0,2.0,F,1,1
2878,4402,Male,42,25 - 45,Hispanic,0,0,0,0,4.0,M,0,0
6200,9452,Male,28,25 - 45,African-American,0,0,1,12,1.0,M,1,1
2418,3687,Male,45,Greater than 45,African-American,0,0,0,13,1.0,F,1,1
5988,9145,Male,23,Less than 25,African-American,0,1,2,1,1.0,M,1,1
3830,5847,Male,32,25 - 45,African-American,0,0,0,1,0.0,F,0,0
4540,6937,Female,29,25 - 45,Caucasian,0,0,0,0,28.0,F,0,0
4410,6729,Female,38,25 - 45,Hispanic,0,0,0,0,25.0,F,0,0
561,857,Male,28,25 - 45,African-American,8,0,1,16,1.0,F,1,1
4685,7158,Male,27,25 - 45,Caucasian,0,0,0,2,7.0,F,1,1
6157,9385,Male,55,Greater than 45,Other,0,0,0,8,6.0,F,1,1
2790,4258,Male,25,25 - 45,Caucasian,0,0,0,0,0.0,M,0,0
5386,8211,Male,39,25 - 45,Caucasian,0,0,0,1,1.0,F,0,0
5688,8670,Female,31,25 - 45,Caucasian,0,0,0,2,117.0,M,0,0
6848,10436,Female,21,Less than 25,African-American,0,0,0,0,78.0,F,0,0
1137,1736,Female,24,Less than 25,African-American,0,0,0,0,1.0,F,0,0
3958,6036,Male,21,Less than 25,Other,0,0,0,0,2.0,F,0,0
2211,3377,Female,37,25 - 45,Caucasian,0,0,0,0,0.0,F,0,0
1471,2256,Male,64,Greater than 45,Caucasian,0,0,0,0,109.0,F,0,0
2657,4054,Male,22,Less than 25,African-American,0,0,0,0,1.0,F,0,0
4108,6260,Male,30,25 - 45,Caucasian,0,0,0,1,34.0,F,1,1
3927,5988,Female,23,Less than 25,Caucasian,0,0,0,0,1.0,M,0,0
1083,1663,Female,40,25 - 45,Hispanic,0,0,0,1,0.0,M,0,0
2239,3411,Female,27,25 - 45,Caucasian,0,0,0,0,1.0,F,0,0
6474,9871,Male,39,25 - 45,Caucasian,0,0,0,2,64.0,F,0,0
2500,3805,Male,28,25 - 45,Caucasian,0,0,0,0,2.0,F,1,1
2659,4059,Male,28,25 - 45,African-American,0,0,0,2,1.0,F,1,1
6744,10289,Male,36,25 - 45,Caucasian,0,0,0,0,37.0,F,1,1
1264,1928,Male,23,Less than 25,Hispanic,0,0,0,4,27.0,F,0,0
5232,7979,Male,45,Greater than 45,Caucasian,0,0,0,21,1.0,F,1,1
2032,3096,Male,60,Greater than 45,African-American,0,0,0,0,2.0,F,1,0
6454,9843,Male,26,25 - 45,African-American,1,0,0,10,2.0,F,1,1
2860,4377,Male,23,Less than 25,African-American,0,0,0,3,91.0,F,1,1
6288,9596,Male,26,25 - 45,African-American,0,0,1,1,1.0,F,1,1
3791,5789,Female,53,Greater than 45,Hispanic,0,0,0,0,1.0,M,0,0
4338,6614,Male,23,Less than 25,Caucasian,0,0,1,1,1.0,M,0,0
3923,5982,Male,25,25 - 45,African-American,0,0,0,0,3.0,F,1,1
1641,2507,Male,28,25 - 45,African-American,0,0,0,5,1.0,M,0,0
409,621,Male,23,Less than 25,Hispanic,0,0,0,1,5.0,M,0,0
4980,7580,Female,51,Greater than 45,Caucasian,0,0,0,2,7.0,F,1,1
3850,5878,Female,30,25 - 45,Other,0,0,0,4,2.0,F,1,1
6103,9300,Male,24,Less than 25,Caucasian,0,0,0,2,49.0,F,1,1
5961,9096,Male,25,25 - 45,African-American,0,0,0,5,37.0,F,0,0
1526,2338,Male,59,Greater than 45,Hispanic,0,0,0,0,1.0,M,0,0
1487,2281,Male,26,25 - 45,Hispanic,0,0,0,0,1.0,M,1,1
2022,3078,Female,33,25 - 45,Caucasian,0,0,0,1,1.0,M,0,0
2346,3574,Male,24,Less than 25,African-American,0,0,1,2,2.0,F,1,1
1320,2035,Male,26,25 - 45,African-American,0,0,0,0,1.0,F,1,1
692,1054,Male,21,Less than 25,African-American,1,0,0,2,294.0,F,0,0
3508,5367,Male,37,25 - 45,African-American,0,0,0,3,1.0,F,1,1
2296,3498,Male,31,25 - 45,African-American,0,0,0,7,54.0,F,1,1
5929,9045,Male,46,Greater than 45,Caucasian,0,0,0,0,79.0,F,0,0
2699,4120,Male,39,25 - 45,Caucasian,0,0,0,2,3.0,M,0,0
1085,1665,Male,34,25 - 45,African-American,0,0,0,1,0.0,M,0,0
3341,5120,Female,57,Greater than 45,African-American,0,0,0,0,78.0,M,0,0
3901,5952,Male,31,25 - 45,African-American,0,0,1,6,0.0,F,0,0
7173,10948,Male,51,Greater than 45,Caucasian,0,0,0,7,0.0,F,0,0
3401,5196,Male,33,25 - 45,Hispanic,0,0,0,1,0.0,F,0,0
210,315,Male,38,25 - 45,African-American,0,0,0,2,1.0,F,0,0
3222,4934,Male,26,25 - 45,Caucasian,0,0,0,0,1.0,M,0,0
6623,10096,Female,24,Less than 25,Other,0,0,0,0,1.0,F,0,0
6997,10656,Male,20,Less than 25,African-American,0,0,1,0,1.0,F,0,0
3006,4592,Male,21,Less than 25,African-American,0,0,1,0,35.0,M,1,1
3938,6002,Female,35,25 - 45,African-American,0,0,0,0,1.0,M,0,0
5074,7723,Male,24,Less than 25,Hispanic,0,0,0,0,6.0,F,0,0
371,553,Male,57,Greater than 45,African-American,0,0,0,18,0.0,F,0,0
4423,6749,Female,24,Less than 25,Caucasian,0,0,0,0,0.0,M,0,0
4627,7073,Male,31,25 - 45,African-American,0,0,0,4,48.0,M,1,1
1967,2985,Male,50,Greater than 45,Caucasian,0,0,0,0,1.0,F,1,1
1132,1730,Male,47,Greater than 45,African-American,0,0,0,5,1.0,F,0,0
3942,6009,Male,29,25 - 45,African-American,0,0,0,6,5.0,M,0,0
496,756,Female,59,Greater than 45,Caucasian,0,0,0,0,1.0,M,0,0
899,1361,Male,27,25 - 45,African-American,0,0,0,5,0.0,M,1,1
3266,4994,Male,26,25 - 45,Caucasian,0,0,0,1,9.0,F,1,1
1155,1770,Male,23,Less than 25,African-American,0,0,0,2,1.0,F,1,1
462,700,Male,26,25 - 45,African-American,1,1,0,10,1.0,F,1,1
5654,8619,Male,28,25 - 45,Caucasian,0,0,0,0,1.0,F,0,0
4885,7442,Male,26,25 - 45,Other,0,0,0,0,1.0,F,1,1
7155,10922,Male,51,Greater than 45,Caucasian,0,0,0,4,1.0,M,0,0
6177,9416,Male,26,25 - 45,African-American,0,0,0,1,1.0,F,1,0
6152,9378,Female,25,25 - 45,Caucasian,0,0,0,2,1.0,F,1,1
5658,8626,Male,29,25 - 45,Caucasian,0,0,1,11,49.0,F,1,1
5263,8028,Female,20,Less than 25,Caucasian,0,0,0,0,0.0,F,1,1
3281,5020,Male,41,25 - 45,African-American,0,0,0,0,1.0,F,0,0
601,917,Male,22,Less than 25,African-American,0,0,0,11,0.0,F,1,1
4863,7411,Male,30,25 - 45,African-American,0,0,0,5,1.0,M,1,0
1927,2926,Male,23,Less than 25,African-American,0,0,0,0,0.0,F,1,1
6796,10363,Male,23,Less than 25,African-American,1,0,0,3,2.0,F,1,1
6386,9745,Male,23,Less than 25,African-American,0,0,0,2,4.0,M,1,1
96,147,Male,66,Greater than 45,Caucasian,0,0,0,3,30.0,F,0,0
557,852,Male,22,Less than 25,African-American,0,1,0,3,8.0,F,1,1
7140,10897,Male,25,25 - 45,Caucasian,4,0,0,5,10.0,M,1,0
3793,5792,Male,35,25 - 45,Caucasian,0,0,0,1,4.0,M,1,1
3028,4625,Male,27,25 - 45,Caucasian,0,0,0,5,30.0,F,0,0
1045,1605,Male,22,Less than 25,Hispanic,0,0,0,0,1.0,M,0,0
1943,2949,Male,46,Greater than 45,Caucasian,0,0,0,1,30.0,F,1,1
6911,10528,Male,41,25 - 45,Hispanic,0,0,0,1,1.0,M,0,0
5145,7837,Male,56,Greater than 45,Caucasian,0,0,0,1,15.0,F,0,0
4715,7200,Male,21,Less than 25,African-American,0,0,0,1,157.0,F,0,0
1965,2983,Female,25,25 - 45,Caucasian,0,0,0,0,1.0,F,0,0
5476,8347,Male,50,Greater than 45,Caucasian,0,0,0,1,56.0,F,0,0
5749,8759,Female,36,25 - 45,African-American,0,0,0,4,1.0,F,0,0
1244,1901,Female,42,25 - 45,Caucasian,0,0,0,0,1.0,F,1,1
3182,4870,Male,24,Less than 25,Caucasian,0,0,0,1,3.0,M,0,0
3366,5152,Male,26,25 - 45,African-American,0,0,0,1,57.0,F,1,1
3947,6019,Male,32,25 - 45,Caucasian,0,0,0,6,3.0,F,1,1
1924,2922,Male,51,Greater than 45,African-American,0,0,0,5,5.0,M,0,0
649,993,Male,39,25 - 45,Caucasian,0,0,0,2,5.0,F,1,1
334,497,Female,23,Less than 25,Hispanic,0,0,0,1,0.0,M,1,0
3280,5019,Male,30,25 - 45,African-American,0,0,0,8,65.0,F,1,1
837,1260,Male,67,Greater than 45,African-American,0,0,0,4,28.0,M,1,1
1208,1853,Male,38,25 - 45,Caucasian,0,0,0,0,158.0,F,0,0
5345,8147,Male,32,25 - 45,African-American,0,6,5,17,113.0,F,1,1
222,330,Male,48,Greater than 45,African-American,0,0,0,0,1.0,F,0,0
1901,2886,Male,27,25 - 45,African-American,0,0,0,9,24.0,F,1,1
3881,5923,Male,29,25 - 45,Caucasian,0,0,0,2,4.0,F,0,0
1788,2713,Male,43,25 - 45,Caucasian,0,0,0,4,2.0,M,0,0
6250,9537,Male,33,25 - 45,Hispanic,0,0,0,0,1.0,M,0,0
209,313,Female,28,25 - 45,Caucasian,0,0,0,7,1.0,F,1,1
4586,7011,Male,51,Greater than 45,African-American,0,0,0,8,26.0,M,0,0
6810,10383,Male,27,25 - 45,African-American,0,0,0,10,1.0,F,1,1
2818,4307,Male,21,Less than 25,African-American,0,0,0,1,13.0,F,1,0
7036,10719,Male,33,25 - 45,African-American,0,0,0,2,1.0,M,0,0
4554,6960,Female,31,25 - 45,African-American,0,0,0,0,2.0,F,0,0
1349,2071,Male,32,25 - 45,African-American,0,0,0,11,2.0,M,1,1
6097,9293,Male,29,25 - 45,African-American,0,0,0,10,1.0,F,1,1
4171,6372,Male,26,25 - 45,African-American,0,0,0,4,45.0,F,1,1
3980,6074,Male,48,Greater than 45,Other,0,0,0,7,1.0,F,0,0
6787,10349,Male,28,25 - 45,African-American,0,0,0,1,0.0,F,1,1
1781,2700,Male,22,Less than 25,African-American,0,0,0,0,1.0,F,0,0
1379,2113,Male,20,Less than 25,African-American,0,1,1,2,2.0,F,1,1
4693,7170,Male,22,Less than 25,Caucasian,0,0,0,0,1.0,F,1,0
2439,3716,Male,53,Greater than 45,African-American,0,0,0,4,0.0,F,0,0
5955,9088,Male,45,Greater than 45,Caucasian,0,0,0,2,0.0,F,0,0
752,1143,Male,20,Less than 25,African-American,0,0,2,0,8.0,F,1,1
1402,2150,Male,27,25 - 45,African-American,0,0,0,3,1.0,F,1,1
4187,6391,Male,24,Less than 25,African-American,0,0,0,2,50.0,M,1,1
2785,4252,Male,47,Greater than 45,Caucasian,0,0,0,2,1.0,M,0,0
2508,3818,Male,23,Less than 25,African-American,0,0,0,1,3.0,M,0,0
6497,9906,Male,43,25 - 45,Caucasian,0,0,0,4,1.0,M,0,0
3414,5216,Male,41,25 - 45,African-American,0,0,0,4,0.0,M,1,1
6587,10046,Male,23,Less than 25,Caucasian,0,0,0,0,2.0,F,1,1
6383,9740,Male,21,Less than 25,African-American,0,2,0,2,48.0,M,1,1
4907,7472,Male,80,Greater than 45,Caucasian,0,0,0,0,1.0,M,0,0
3887,5931,Female,28,25 - 45,Caucasian,0,0,0,1,10.0,F,1,0
679,1032,Male,29,25 - 45,Hispanic,0,0,0,7,1.0,F,1,1
1468,2248,Female,23,Less than 25,African-American,0,0,0,1,1.0,F,0,0
4102,6248,Male,34,25 - 45,Caucasian,0,0,0,3,1.0,F,0,0
1606,2459,Male,36,25 - 45,African-American,0,0,0,0,1.0,F,0,0
5691,8674,Male,32,25 - 45,African-American,0,0,0,0,0.0,M,0,0
2343,3570,Male,40,25 - 45,Caucasian,0,0,0,0,1.0,M,1,1
1415,2166,Female,30,25 - 45,African-American,0,0,0,8,1.0,F,1,1
5416,8254,Female,34,25 - 45,Asian,0,0,0,1,2.0,F,0,0
338,502,Male,24,Less than 25,African-American,0,0,0,0,1.0,F,0,0
3344,5123,Male,31,25 - 45,African-American,0,0,0,3,16.0,F,1,1
5208,7943,Male,52,Greater than 45,Hispanic,0,0,0,0,1.0,M,0,0
3854,5883,Female,29,25 - 45,Caucasian,0,0,0,2,9.0,F,1,1
4613,7050,Male,40,25 - 45,Hispanic,0,0,0,1,0.0,M,0,0
865,1313,Male,25,25 - 45,African-American,0,0,0,0,10.0,F,1,1
1380,2115,Male,44,25 - 45,Caucasian,0,0,0,0,1.0,M,0,0
4042,6163,Male,35,25 - 45,African-American,0,0,0,4,6.0,M,0,0
5489,8362,Male,31,25 - 45,Caucasian,0,0,0,5,0.0,F,1,1
806,1222,Male,30,25 - 45,African-American,0,0,0,17,4.0,F,1,1
6159,9387,Male,29,25 - 45,Caucasian,0,0,0,1,3.0,F,0,0
3277,5014,Male,27,25 - 45,African-American,0,0,0,6,35.0,F,1,1
953,1462,Male,30,25 - 45,Hispanic,0,0,0,1,8.0,M,0,0
3273,5005,Male,34,25 - 45,Hispanic,0,0,0,14,41.0,F,1,1
5029,7659,Male,33,25 - 45,Caucasian,0,0,0,1,3.0,F,0,0
4420,6744,Male,25,25 - 45,African-American,0,1,0,3,81.0,M,1,1
2169,3318,Male,48,Greater than 45,Caucasian,0,0,0,9,1.0,F,0,0
5827,8877,Female,56,Greater than 45,Caucasian,0,0,0,3,1.0,F,0,0
3337,5116,Male,28,25 - 45,African-American,0,1,0,10,244.0,F,1,1
5913,9022,Male,32,25 - 45,African-American,0,0,0,5,1.0,F,1,1
3905,5957,Male,30,25 - 45,Other,0,0,0,6,18.0,F,1,1
4478,6831,Female,34,25 - 45,Caucasian,0,0,0,9,1.0,M,1,1
7111,10855,Male,56,Greater than 45,African-American,0,0,0,31,0.0,F,1,1
6014,9181,Female,52,Greater than 45,Hispanic,0,0,0,0,1.0,M,1,1
6089,9280,Female,34,25 - 45,Caucasian,0,0,0,4,1.0,M,0,0
6208,9465,Female,55,Greater than 45,African-American,0,0,0,2,1.0,F,0,0
6178,9417,Male,39,25 - 45,Caucasian,0,0,0,2,31.0,F,1,1
2534,3860,Male,53,Greater than 45,Caucasian,0,0,0,0,1.0,M,0,0
4652,7110,Male,25,25 - 45,Caucasian,0,0,1,1,0.0,F,0,0
4332,6604,Male,38,25 - 45,African-American,0,0,0,2,3.0,F,1,1
1272,1943,Male,24,Less than 25,African-American,0,0,0,0,182.0,F,1,1
6283,9588,Male,54,Greater than 45,Caucasian,0,0,0,0,2.0,F,0,0
1959,2973,Female,21,Less than 25,Other,0,0,0,2,26.0,F,1,1
3633,5550,Male,24,Less than 25,African-American,0,4,0,14,180.0,F,1,1
3080,4698,Male,54,Greater than 45,African-American,0,0,0,10,30.0,F,0,0
5021,7650,Male,41,25 - 45,Caucasian,0,0,0,1,58.0,F,1,1
4695,7173,Male,30,25 - 45,Other,0,0,0,2,0.0,F,0,0
341,505,Male,29,25 - 45,African-American,0,0,0,0,1.0,F,0,0
5624,8576,Male,21,Less than 25,African-American,0,0,0,0,1.0,M,1,1
5917,9030,Male,20,Less than 25,Hispanic,0,0,2,0,1.0,F,0,0
6364,9714,Male,23,Less than 25,African-American,0,0,0,8,3.0,F,1,1
1633,2496,Male,22,Less than 25,Other,0,0,0,1,0.0,F,0,0
4068,6200,Male,29,25 - 45,Hispanic,0,0,0,0,0.0,F,0,0
522,800,Male,55,Greater than 45,African-American,0,0,0,0,45.0,M,1,1
5782,8809,Female,22,Less than 25,Hispanic,0,0,0,1,2.0,F,1,0
2202,3360,Male,54,Greater than 45,African-American,0,0,0,6,14.0,F,1,1
1876,2852,Male,25,25 - 45,African-American,0,0,0,0,2.0,F,0,0
4206,6422,Female,22,Less than 25,African-American,0,1,0,2,3.0,F,0,0
2610,3989,Male,96,Greater than 45,Hispanic,0,0,0,2,1.0,F,1,1
3996,6097,Male,26,25 - 45,Caucasian,0,0,0,2,1.0,F,1,1
1594,2441,Male,25,25 - 45,Other,0,0,0,0,1.0,F,0,0
3516,5379,Male,27,25 - 45,African-American,0,1,0,11,5.0,F,0,0
1480,2272,Male,53,Greater than 45,Hispanic,0,0,0,4,0.0,F,0,0
4629,7076,Female,27,25 - 45,Caucasian,0,0,0,0,0.0,M,1,1
5662,8633,Male,21,Less than 25,Caucasian,0,0,0,2,78.0,F,1,1
4501,6877,Female,35,25 - 45,African-American,0,0,0,2,1.0,F,0,0
7119,10870,Female,42,25 - 45,Caucasian,0,0,0,4,5.0,F,1,1
4202,6413,Male,47,Greater than 45,African-American,0,0,0,9,65.0,F,1,0
5910,9017,Male,20,Less than 25,Hispanic,0,2,1,2,31.0,F,1,1
5889,8976,Female,43,25 - 45,Caucasian,0,0,0,0,1.0,F,0,0
2240,3412,Male,25,25 - 45,Caucasian,0,0,0,0,1.0,M,0,0
4481,6837,Male,51,Greater than 45,Caucasian,0,0,0,3,1.0,M,1,1
934,1430,Male,47,Greater than 45,Hispanic,0,0,0,0,1.0,M,0,0
3895,5942,Male,26,25 - 45,Caucasian,0,0,0,1,3.0,F,1,1
4070,6202,Male,37,25 - 45,Hispanic,0,0,0,4,1.0,M,1,1
676,1027,Male,22,Less than 25,African-American,0,0,1,3,323.0,F,0,0
2564,3912,Male,35,25 - 45,Caucasian,0,0,0,4,0.0,M,0,0
2375,3626,Male,50,Greater than 45,Caucasian,0,0,0,0,30.0,F,0,0
6442,9826,Male,29,25 - 45,African-American,0,1,0,3,119.0,F,1,1
6528,9952,Male,31,25 - 45,Caucasian,0,0,0,0,1.0,F,0,0
554,849,Male,39,25 - 45,African-American,0,0,0,3,3.0,F,1,1
5604,8539,Male,24,Less than 25,African-American,0,0,0,5,0.0,F,0,0
6542,9973,Male,20,Less than 25,African-American,0,0,1,0,0.0,F,1,1
3921,5978,Male,28,25 - 45,African-American,0,0,0,5,35.0,F,0,0
976,1499,Male,29,25 - 45,African-American,0,0,0,6,40.0,F,1,1
942,1443,Male,45,Greater than 45,African-American,0,0,0,0,1.0,F,1,1
4851,7393,Male,20,Less than 25,African-American,0,0,0,0,12.0,M,1,1
437,659,Male,19,Less than 25,Caucasian,0,0,1,1,32.0,F,1,1
5775,8798,Male,38,25 - 45,Hispanic,0,0,0,1,4.0,F,0,0
1817,2753,Male,27,25 - 45,African-American,0,0,0,5,4.0,F,1,1
2356,3596,Male,57,Greater than 45,Caucasian,0,0,0,0,28.0,F,0,0
567,867,Male,27,25 - 45,African-American,0,0,0,5,64.0,M,1,1
2636,4021,Male,39,25 - 45,African-American,0,0,0,1,5.0,F,0,0
1858,2821,Female,36,25 - 45,Caucasian,0,0,1,3,25.0,F,0,0
4476,6829,Male,49,Greater than 45,African-American,0,0,0,0,0.0,M,1,0
6821,10402,Male,55,Greater than 45,Caucasian,0,0,0,2,13.0,M,0,0
5160,7864,Female,40,25 - 45,African-American,0,0,0,2,1.0,F,0,0
900,1363,Male,45,Greater than 45,Hispanic,0,0,0,0,3.0,M,1,1
6639,10127,Male,56,Greater than 45,Caucasian,0,0,0,5,1.0,M,1,0
4510,6889,Male,35,25 - 45,Caucasian,0,0,0,3,10.0,M,1,1
4833,7362,Female,24,Less than 25,African-American,0,0,1,11,77.0,M,1,1
2309,3516,Male,28,25 - 45,Other,0,0,0,1,1.0,F,1,1
7021,10692,Male,33,25 - 45,African-American,2,0,0,9,3.0,M,1,1
4517,6900,Male,30,25 - 45,African-American,0,0,0,1,132.0,F,1,1
5219,7962,Female,41,25 - 45,African-American,0,0,0,0,1.0,F,0,0
7099,10835,Male,23,Less than 25,Hispanic,0,0,0,2,2.0,F,0,0
2041,3115,Female,40,25 - 45,African-American,0,0,0,7,2.0,M,0,0
627,958,Male,31,25 - 45,Hispanic,0,0,0,0,0.0,M,0,0
7079,10799,Female,22,Less than 25,African-American,0,0,0,0,1.0,F,1,1
1322,2037,Male,26,25 - 45,African-American,0,0,0,0,1.0,M,0,0
6598,10059,Female,43,25 - 45,African-American,0,0,0,6,0.0,F,0,0
4702,7184,Male,26,25 - 45,African-American,0,0,0,2,1.0,F,1,1
1775,2690,Female,53,Greater than 45,Caucasian,0,0,0,4,0.0,F,1,1
7112,10858,Male,26,25 - 45,African-American,0,0,0,0,3.0,F,0,0
1535,2354,Male,24,Less than 25,African-American,0,0,0,0,10.0,F,1,1
3289,5042,Male,45,Greater than 45,African-American,0,0,0,13,6.0,M,1,1
4531,6924,Male,23,Less than 25,African-American,0,0,0,2,6.0,F,1,1
3018,4611,Male,27,25 - 45,African-American,0,0,0,0,1.0,M,0,0
146,225,Male,33,25 - 45,African-American,0,0,0,8,1.0,M,1,1
3988,6083,Female,28,25 - 45,African-American,0,0,0,1,2.0,F,1,1
1019,1563,Female,75,Greater than 45,African-American,0,0,0,5,1.0,F,0,0
4358,6650,Male,24,Less than 25,African-American,0,0,0,0,2.0,M,1,1
4075,6208,Male,25,25 - 45,African-American,0,0,0,1,0.0,F,0,0
4222,6446,Male,31,25 - 45,Caucasian,0,0,0,0,1.0,M,1,1
906,1372,Male,24,Less than 25,Caucasian,0,0,0,0,1.0,F,0,0
200,299,Male,50,Greater than 45,Caucasian,0,0,0,1,2.0,F,0,0
1710,2602,Male,47,Greater than 45,African-American,0,0,0,6,5.0,F,0,0
3369,5155,Male,28,25 - 45,African-American,0,0,0,18,12.0,F,1,1
5055,7693,Male,20,Less than 25,African-American,0,0,1,2,10.0,F,1,1
5093,7752,Male,25,25 - 45,Caucasian,0,0,0,5,2.0,F,1,1
3066,4679,Male,40,25 - 45,Caucasian,0,0,0,0,0.0,M,0,0
4590,7022,Male,25,25 - 45,African-American,0,0,0,0,1.0,M,1,1
4082,6221,Male,38,25 - 45,Caucasian,0,0,0,2,28.0,M,0,0
3241,4956,Male,29,25 - 45,African-American,0,0,0,5,1.0,F,0,0
997,1533,Male,39,25 - 45,African-American,0,0,0,1,5.0,F,0,0
4257,6497,Male,29,25 - 45,African-American,0,0,0,7,1.0,M,1,1
3870,5905,Male,50,Greater than 45,Caucasian,0,0,0,9,425.0,F,1,1
729,1107,Male,22,Less than 25,Caucasian,0,1,1,1,1.0,F,1,1
819,1239,Male,33,25 - 45,African-American,0,0,0,5,6.0,M,1,1
1701,2586,Male,40,25 - 45,Caucasian,0,0,0,1,21.0,F,0,0
2947,4500,Male,29,25 - 45,African-American,0,0,0,5,0.0,F,0,0
525,805,Male,25,25 - 45,Caucasian,0,0,0,4,5.0,F,1,1
3314,5073,Male,55,Greater than 45,African-American,0,0,0,12,0.0,F,0,0
2925,4466,Female,34,25 - 45,African-American,0,0,0,1,116.0,F,1,1
402,608,Male,25,25 - 45,Caucasian,0,0,0,0,0.0,F,0,0
2232,3404,Male,52,Greater than 45,African-American,0,0,0,2,3.0,F,0,0
4153,6339,Male,49,Greater than 45,African-American,0,0,0,11,32.0,M,1,1
4946,7534,Male,44,25 - 45,Caucasian,0,0,0,1,0.0,F,1,1
1162,1781,Male,33,25 - 45,Caucasian,0,0,0,3,0.0,M,0,0
102,154,Female,39,25 - 45,Caucasian,0,0,0,0,2.0,F,1,1
2960,4514,Male,64,Greater than 45,African-American,0,0,0,20,2.0,F,0,0
2721,4155,Male,23,Less than 25,African-American,0,0,0,5,2.0,F,1,1
2544,3880,Male,45,Greater than 45,African-American,0,0,0,0,1.0,F,1,1
5679,8656,Female,22,Less than 25,African-American,0,1,0,1,31.0,M,0,0
3058,4670,Female,27,25 - 45,Caucasian,0,0,0,0,1.0,M,0,0
4038,6159,Male,31,25 - 45,African-American,0,0,0,15,104.0,F,0,0
